genre,definition
power metal,"['Power metal', 'metal subgenre', 'subgenre heavy', 'heavy metal', 'metal combining', 'combining characteristics', 'characteristics traditional', 'traditional heavy', 'heavy metal', 'metal speed', 'speed symphonic', 'symphonic power', 'power metal', 'metal characterized', 'characterized uplifting', 'uplifting contrast', 'contrast heaviness', 'heaviness dissonance', 'dissonance extreme', 'extreme Power', 'Power metal', 'metal bands', 'bands usually', 'usually songs', 'songs subject', 'subject matter', 'matter strong', 'strong creating', 'creating dramatic', 'dramatic emotionally', 'emotionally term', 'term refers', 'refers different', 'different related', 'related pioneered', 'pioneered largely', 'largely practiced', 'practiced North', 'North America', 'America harder', 'harder sound', 'sound similar', 'similar speed', 'speed widespread', 'widespread popular', 'popular style', 'style based', 'based Europe', 'Europe melodic', 'melodic sound', 'sound frequent', 'frequent use']"
brazilian gospel,"['The music', 'music Brazil', 'Brazil encompasses', 'encompasses regional', 'regional musical', 'musical styles', 'styles influenced', 'influenced African', 'African Amerindian', 'Amerindian Brazilian', 'Brazilian music', 'music developed', 'developed unique', 'unique original', 'original styles', 'styles coco', 'coco de', 'de bossa', 'bossa música', 'música embolada', 'embolada de', 'de Brazilian', 'Brazilian modinha', 'modinha Brazilian', 'Brazilian versions', 'versions foreign', 'foreign musical', 'musical pop', 'pop disco', 'disco country', 'country industrial', 'industrial psychedelic', 'psychedelic classical', 'classical known', 'known form', 'form Brazilian', 'Brazilian music', 'music especially', 'especially bossa', 'bossa Antônio', 'Antônio Carlos', 'Carlos Jobim', 'Jobim acclaimed', 'acclaimed composers', 'composers received', 'received attention', 'attention abroad', 'abroad song', 'song interpreted', 'interpreted João', 'João winners', 'winners Shell', 'Shell Brazilian', 'Brazilian Music', 'Music prize', 'prize left', 'left legacy', 'legacy Brazilian', 'Brazilian music', 'music representatives', 'representatives Brazilian', 'Brazilian popular', 'popular Pixinguinha', 'Pixinguinha Antônio', 'Antônio Carlos', 'Carlos Jobim', 'Jobim Dorival', 'Dorival Caymmi', 'Caymmi music', 'music largely', 'largely practiced', 'practiced styles', 'styles ranging', 'ranging classical', 'classical popular', 'popular jazz', 'jazz influenced', 'influenced Among', 'Among Naná', 'Naná Hermeto', 'Hermeto Pascoal', 'Pascoal Egberto', 'Egberto Gismonti', 'Gismonti significant', 'significant Notable', 'Notable classical', 'classical composers', 'composers include', 'include Heitor', 'Heitor Carlos', 'Carlos Gomes', 'Gomes Cláudio', 'Cláudio The', 'The country', 'country growing', 'growing community', 'community including', 'including electroacoustic']"
north carolina hip hop,[]
modern blues rock,[]
dominican pop,[]
compositional ambient,[]
show tunes,"['A tune', 'tune song', 'song originally', 'originally written', 'written score', 'score work', 'work musical', 'musical musical', 'musical film', 'film TV', 'TV especially', 'especially piece', 'piece question', 'question detached', 'detached minds', 'minds original', 'original tunes', 'tunes vary', 'vary tend', 'tend share', 'share common', 'common usually', 'usually fit', 'fit context', 'context story', 'story told', 'told original', 'original useful', 'useful enhancing', 'enhancing heightening', 'heightening choice', 'choice A', 'A particularly', 'particularly common', 'common form', 'form tune', 'tune composer', 'composer Stephen', 'Stephen Schwartz', 'Schwartz noted', 'noted particularly', 'particularly likely', 'likely lifespan', 'lifespan outside', 'outside spawned', 'spawned tunes', 'tunes major', 'major venue', 'venue popular', 'popular music', 'music rock', 'rock roll', 'roll television', 'television hits', 'hits songwriters', 'songwriters Jerome', 'Jerome Cole', 'Cole George', 'George Gershwin', 'Gershwin came', 'came television', 'television rock', 'rock stage', 'stage musicals', 'musicals managed', 'managed turn', 'turn tunes', 'tunes major', 'major pop', 'pop music', 'music aided', 'aided film', 'film adaptations', 'adaptations exposure', 'exposure variety', 'variety Although', 'Although tunes', 'tunes longer', 'longer major', 'major role', 'role popular', 'popular music', 'music remain', 'remain somewhat', 'somewhat especially', 'especially niche', 'niche Show', 'Show tunes', 'tunes disproportionate', 'disproportionate songs', 'songs variations', 'variations Great', 'Great American', 'American reverse', 'reverse popular', 'popular songs', 'songs form', 'form basis', 'basis stage', 'stage known', 'known jukebox']"
dutch hip hop,"['This article', 'article written', 'written predominantly', 'predominantly Netherlands', 'Netherlands viewpoint', 'viewpoint neglecting', 'neglecting Belgian', 'Belgian let', 'let hop', 'hop Caribbean', 'Caribbean parts', 'parts Kingdom', 'Kingdom hip', 'hip hop', 'hop Nederhop', 'Nederhop hip', 'hip hop', 'hop rap', 'rap music', 'music created', 'created Dutch', 'Dutch speaking', 'speaking musicians', 'musicians Netherlands', 'Netherlands Flanders', 'Flanders Although', 'Although Dutch', 'Dutch speaking', 'speaking rappers', 'rappers Europe', 'Europe typically', 'typically worked', 'worked began', 'began change', 'change underground', 'underground The', 'The Osdorp', 'Osdorp Posse', 'Posse record', 'record release', 'release Dutch', 'Dutch language', 'language hip', 'hip hop', 'hop took', 'took Dutch', 'Dutch language', 'language rap', 'rap single', 'single achieve', 'achieve main', 'main chart', 'chart Spraakwater', 'Spraakwater rapper', 'rapper Def', 'Def Rhymz', 'Rhymz achieved', 'achieved Dutch', 'Dutch main', 'main chart', 'chart hits', 'hits Doekoe', 'Doekoe Tongo', 'Tongo Schudden', 'Schudden Dutch', 'Dutch language', 'language hip', 'hip hop', 'hop grown', 'grown staple', 'staple mainstream', 'mainstream pop', 'pop music', 'music Netherlands', 'Netherlands Flanders', 'Flanders Netherlands', 'Netherlands music', 'music streaming', 'streaming charts', 'charts dominated', 'dominated Dutch', 'Dutch rap', 'rap music', 'music artists', 'artists like', 'like Sevn']"
pittsburgh rap,[]
social media pop,[]
funk ostentacao,"['Funk ostentação', 'ostentação Ostentation', 'Ostentation Brazilian', 'Brazilian music', 'music style', 'style created', 'created São', 'São Paulo', 'Paulo The', 'The central', 'central theme', 'theme addressed', 'addressed songs', 'songs conspicuous', 'conspicuous funk', 'funk ostentação', 'ostentação artists', 'artists sing', 'sing ambitions', 'ambitions leave', 'leave favela', 'favela achieve', 'achieve life', 'life dominant', 'dominant lyrical', 'lyrical themes', 'themes Rio', 'Rio de', 'de Janeiro', 'Janeiro scene', 'scene time', 'time criminality', 'criminality lack', 'lack social', 'social funk', 'funk ostentação', 'ostentação da', 'da recorded', 'recorded MCs', 'MCs Backdi', 'Backdi Bio', 'Bio September', 'September established', 'established new', 'new opposing', 'opposing theme', 'theme Several', 'Several funk', 'funk ostentação', 'ostentação festivals', 'festivals subsequently', 'subsequently held', 'held state', 'state São', 'São movement', 'movement began', 'began Its', 'Its national', 'national debut', 'debut came', 'came launch', 'launch video', 'video MC', 'MC Boy', 'Boy Charmes', 'Charmes As', 'As clear', 'clear funk', 'funk ostentação', 'ostentação best', 'best represented', 'represented audiovisual', 'audiovisual cinematographer', 'cinematographer KondZilla', 'KondZilla produce', 'produce received', 'received enthusiastically', 'enthusiastically Of', 'Of watched', 'watched music', 'music videos', 'videos Brazil', 'Brazil funk', 'funk established', 'established popular', 'popular genres', 'genres Brazil', 'Brazil death', 'death Daniel', 'Daniel Pellegrine', 'Pellegrine MC', 'MC shot', 'shot stage', 'stage Campinas', 'Campinas July', 'July He', 'He principal', 'principal proponents', 'proponents genre', 'genre time', 'time extensive', 'extensive media', 'media coverage', 'coverage included', 'included widely', 'widely televised', 'televised tributes', 'tributes funk', 'funk ostentação', 'ostentação strongly', 'strongly associated', 'associated emerging', 'emerging nova', 'nova classe', 'classe média', 'média middle', 'middle financial', 'financial status', 'status improving', 'improving principal', 'principal funk', 'funk ostentação', 'ostentação artists', 'artists like', 'like MC', 'MC MC', 'MC MC', 'MC Gui', 'Gui MC']"
polish trap,[]
downtempo,"['Downtempo broad', 'broad label', 'label electronic', 'electronic music', 'music features', 'features atmospheric', 'atmospheric sound', 'sound slower', 'slower beats', 'beats typically', 'typically found', 'found dance', 'dance Closely', 'Closely related', 'related ambient', 'ambient music', 'music greater', 'greater emphasis', 'emphasis style', 'style played', 'played chillout', 'chillout clubs', 'clubs music', 'music DJ', 'DJ Examples', 'Examples downtempo', 'downtempo subgenres', 'subgenres include', 'include trip', 'trip ambient', 'ambient psybient', 'psybient hip', 'hip style', 'style emerged', 'emerged late', 'late Bristol', 'Bristol scene', 'scene birthed', 'birthed artists', 'artists like', 'like Massive', 'Massive In', 'In style', 'style heard', 'heard internationally', 'internationally artists', 'artists Kruder', 'Kruder Fila', 'Fila Thievery', 'Thievery Other', 'Other prominent', 'prominent artists', 'artists emerge', 'emerge style', 'style include', 'include Boards', 'Boards Nicolas']"
candy pop,[]
norwegian pop,[]
acoustic pop,"['Acoustic music', 'music music', 'music solely', 'solely primarily', 'primarily uses', 'uses instruments', 'instruments produce', 'produce sound', 'sound acoustic', 'acoustic opposed', 'opposed electric', 'electric electronic', 'electronic While', 'While music', 'music retronym', 'retronym appeared', 'appeared advent', 'advent electric', 'electric electric', 'electric electric', 'electric electric', 'electric organ', 'organ Acoustic', 'Acoustic string', 'string instrumentations', 'instrumentations long', 'long subset', 'subset popular', 'popular particularly', 'particularly It', 'It stood', 'stood contrast', 'contrast types', 'types music', 'music including', 'including big', 'big band', 'band music', 'music electric', 'electric music', 'music rock', 'rock reviewer', 'reviewer Craig', 'Craig Conley', 'Conley music', 'music labeled', 'labeled assumption', 'assumption types', 'types music', 'music cluttered', 'cluttered technology', 'technology overproduction']"
reggae fusion,"['Reggae fusion', 'fusion genre', 'genre reggae', 'reggae mixes', 'mixes reggae', 'reggae dancehall', 'dancehall hip', 'hip electronic']"
nyc rap,[]
trap boricua,[]
la indie,[]
turkish trap pop,[]
bossa nova,"['Bossa nova', 'nova style', 'style samba', 'samba developed', 'developed late', 'late early', 'early Rio', 'Rio de', 'de It', 'It mainly', 'mainly characterized', 'characterized altered', 'altered harmonies', 'harmonies introduction', 'introduction unconventional', 'unconventional chords', 'chords innovative', 'innovative syncopation', 'syncopation traditional', 'traditional samba', 'samba single', 'single rhythmic', 'rhythmic The', 'The nova', 'nova characteristic', 'characteristic samba', 'samba style', 'style autonomous', 'autonomous Brazilian', 'Brazilian journalist', 'journalist Ruy', 'Ruy bossa', 'bossa beat', 'beat created', 'created drummer', 'drummer Milton', 'Milton Banana', 'Banana extreme', 'extreme simplification', 'simplification beat', 'beat samba', 'samba instruments', 'instruments removed', 'removed tamborim', 'tamborim In', 'In line', 'line musicians', 'musicians Baden', 'Baden Roberto', 'Roberto Ronaldo', 'Ronaldo Bôscoli', 'Bôscoli claim', 'claim beat', 'beat related', 'related tamborim', 'tamborim samba', 'samba One', 'One major', 'major innovations', 'innovations bossa', 'bossa nova', 'nova way', 'way synthesize', 'synthesize rhythm', 'rhythm samba', 'samba classical', 'classical According', 'According musicologist', 'musicologist Gilberto', 'Gilberto bossa', 'bossa nova', 'nova rhythmic', 'rhythmic phases', 'phases extracted', 'extracted João', 'João Gilberto', 'Gilberto traditional', 'traditional According', 'According author', 'author Walter', 'Walter synthesis', 'synthesis performed', 'performed guitar', 'guitar reduction', 'reduction stylization', 'stylization produced', 'produced percussion', 'percussion thumb', 'thumb stylized', 'stylized middle', 'middle ring', 'ring fingers', 'fingers phrased', 'phrased like', 'like soundtrack', 'soundtrack film', 'film included', 'included future', 'future jazz', 'jazz standard', 'standard Manhã', 'Manhã de', 'de Morning', 'Morning The', 'The bossa', 'bossa nova', 'nova wave', 'wave came', 'came renew', 'renew samba', 'samba contribute', 'contribute modernization', 'modernization Brazilian', 'Brazilian The', 'The style', 'style emerged', 'emerged time', 'time dominant', 'dominant rhythm', 'rhythm Brazilian', 'Brazilian music', 'music Its', 'Its appearance', 'appearance album', 'album Canção', 'Canção Amor', 'Amor singer', 'singer Elizeth', 'Elizeth Cardoso', 'Cardoso recorded', 'recorded compositions', 'compositions duo', 'duo Antônio', 'Antônio Carlos', 'Carlos Jobim', 'Jobim Vinicius', 'Vinicius de', 'de de', 'de accompanied', 'accompanied João', 'João It', 'It time', 'time Bahian', 'Bahian musician', 'musician presented', 'presented beat', 'beat guitar', 'guitar characteristic', 'characteristic By', 'By accompanying', 'accompanying Gilberto', 'Gilberto innovated', 'innovated way', 'way pacing', 'pacing accentuating', 'accentuating weak', 'weak order', 'order carry', 'carry synthesis', 'synthesis beat', 'beat samba', 'samba João', 'João bossa', 'bossa album', 'album containing', 'containing tracks', 'tracks de', 'de Considered', 'Considered landmark', 'landmark birth', 'birth bossa', 'bossa featured', 'featured innovative', 'innovative way', 'way singing', 'singing inspired', 'inspired Dorival', 'Dorival With', 'With LP', 'LP Chega', 'Chega de', 'de released', 'released Gilberto', 'Gilberto consolidated', 'consolidated bossa', 'bossa nova', 'nova new', 'new style', 'style playing', 'playing His', 'His innovative', 'innovative way', 'way playing', 'playing singing', 'singing combined', 'combined harmonies', 'harmonies Antônio', 'Antônio Carlos', 'Carlos Jobim', 'Jobim lyrics', 'lyrics Vinicius', 'Vinicius de', 'de found', 'found immediate', 'immediate resonance', 'resonance musicians', 'musicians looking', 'looking new', 'new approaches', 'approaches samba', 'samba Rio', 'Rio de', 'de influenced', 'influenced American', 'American In', 'In João', 'João Gilberto', 'Gilberto Stan', 'Stan Getz', 'Getz released', 'released emerged', 'emerged artistic', 'artistic movement', 'movement Gilberto', 'Gilberto professional', 'professional artists', 'artists Moraes', 'Moraes Baden', 'Baden attracted', 'attracted young', 'young amateur', 'amateur musicians', 'musicians South', 'South Zone', 'Zone Rio', 'Rio Carlos', 'Carlos Roberto', 'Roberto Ronaldo', 'Ronaldo Bôscoli', 'Bôscoli Nara', 'Nara Jorge', 'Jorge Ben', 'Ben wrote', 'wrote que', 'que Sergio', 'Sergio Mendes', 'Mendes Brazil', 'Brazil gained', 'gained bosa', 'bosa rock', 'rock hit', 'hit que', 'que It', 'It inducted', 'inducted Latin', 'Latin Grammy', 'Grammy Hall', 'Hall In', 'In US', 'US jazz', 'jazz artists', 'artists Stan', 'Stan Hank', 'Hank Zoot', 'Zoot Paul', 'Paul Winter', 'Winter Quincy', 'Quincy Jones', 'Jones recorded', 'recorded bossa', 'bossa jazz']"
