genre,definition
downtempo,"Downtempo ( downbeat ) broad label electronic music features atmospheric sound slower beats typically found dance music . Closely related ambient music greater emphasis rhythm , style played chillout clubs "" warm - cool - "" music DJ set . Examples downtempo subgenres include trip hop , ambient house , chillwave , psybient lo - fi hip hop . style emerged late 1980s UK Bristol scene birthed artists like Massive Attack , Portishead , Tricky . 1990s , style heard internationally artists Kruder & Dorfmeister , Fila Brazillia , Thievery Corporation . prominent artists emerge style include Boards Canada , Nicolas Jaar , Bonobo . 

"
candy pop,
norwegian pop,
acoustic pop,"Acoustic music music solely primarily uses instruments produce sound acoustic means , opposed electric electronic means . music acoustic , retronym "" acoustic music "" appeared advent electric instruments , electric guitar , electric violin , electric organ synthesizer . Acoustic string instrumentations long subset popular music , particularly folk . stood contrast types music eras , including big band music pre - rock era , electric music rock era . 
 Music reviewer Craig Conley suggests , "" music labeled acoustic , unplugged , unwired , assumption types music cluttered technology overproduction pure . """
reggae fusion,"Reggae fusion genre reggae mixes reggae and/or dancehall genres , pop , rock , hip hop , R&B , jazz , funk , soul , disco , electronic latin ."
nyc rap,
trap boricua,
la indie,
turkish trap pop,
bossa nova,"Bossa nova ( Portuguese pronunciation : [ ˈbɔsɐ ˈnɔvɐ ] ( listen ) ) style samba developed late 1950s early 1960s Rio de Janeiro , Brazil . mainly characterized "" different beat "" altered harmonies introduction unconventional chords innovative syncopation traditional samba single rhythmic division . "" bossa nova beat "" characteristic samba style autonomous genre . According Brazilian journalist Ruy Castro , bossa beat – created drummer Milton Banana – "" extreme simplification beat samba school "" , instruments removed tamborim preserved . line thesis , musicians Baden Powell , Roberto Menescal , Ronaldo Bôscoli claim beat related tamborim samba school . major innovations bossa nova way synthesize rhythm samba classical guitar . According musicologist Gilberto Mendes , bossa nova "" rhythmic phases samba "" , "" bossa beat "" extracted João Gilberto traditional samba . According author Walter Garcia , synthesis performed Gilberto guitar reduction "" batucada "" samba , stylization produced percussion instruments : thumb stylized surdo ; index , middle ring fingers phrased like tamborim . 1959 , soundtrack film "" Black Orpheus "" ( Orpheu Negro ) released , included future jazz standard Manhã de Carnaval , "" Morning Carnival "" . bossa nova wave came renew samba contribute modernization Brazilian music , watershed . style emerged time samba - canção dominant rhythm Brazilian music scene . appearance album Canção Amor Demais , singer Elizeth Cardoso recorded compositions duo Antônio Carlos Jobim Vinicius de Moraes , "" Outra Vez "" "" Chega de Saudade "" , accompanied João Gilberto guitar . time Bahian musician presented beat guitar characteristic style . accompanying Cardoso voice , Gilberto innovated way pacing rhythm , accentuating weak times , order carry synthesis beat samba guitar . 1959 , João Gilberto bossa album released , containing tracks "" Chega de Saudade "" "" Bim Bom "" . Considered landmark birth bossa nova , featured Gilberto innovative way singing samba , inspired Dorival Caymmi . LP Chega de Saudade , released 1959 , Gilberto consolidated bossa nova new style playing samba . innovative way playing singing samba , combined harmonies Antônio Carlos Jobim lyrics Vinicius de Moraes , found immediate resonance musicians looking new approaches samba Rio de Janeiro , influenced American jazz . 1964 João Gilberto Stan Getz released "" Getz / Gilberto "" album . , emerged artistic movement Gilberto professional artists Jobim , Moraes Baden Powell , , attracted young amateur musicians South Zone Rio – Carlos Lyra , Roberto Menescal , Ronaldo Bôscoli Nara Leão . Jorge Ben wrote "" Mas que Nada "" 1963 , Sergio Mendes & Brazil 66 gained bosa rock hit "" Mas que Nada "" 1966 . inducted Latin Grammy Hall Fame . 1960s , jazz artists Stan Getz , Hank Mobley , Zoot Sims , Paul Winter Quincy Jones recorded bossa jazz albums ."
electronic trap,"EDM trap , known festival trap fusion trap , fusion genre originated early 2010s peaking popularity big room house trap music genres . blends elements trap , offshoot Southern hip hop , elements electronic dance music like build - ups , drops , breakdowns . variety artists spurred trap pop EDM ."
old school thrash,
children's music,"Children music kids ' music music composed performed children . European - influenced contexts means music , usually songs , written specifically juvenile audience . composers usually adults . Children music historically held entertainment educational functions . Children music designed provide entertaining means teaching children culture , cultures , good behavior , facts skills . folk songs , genre educational music increasingly popular ."
punjabi hip hop,"Pakistani hip hop music genre Pakistan influenced heavily merging American hip hop style beats Pakistani poetry . genre initially dominated English Punjabi , recent years expanded Urdu , Sindhi , Pashto , Balochi . 

"
anime rock,
ohio hip hop,
classic rock,"Rock music broad genre popular music originated "" rock roll "" United States late 1940s early 1950s , developing range different styles mid-1960s later , particularly United States United Kingdom . roots 1940s 1950s rock roll , style drew directly blues rhythm blues genres African - American music country music . Rock drew strongly number genres electric blues folk , incorporated influences jazz , classical , musical styles . instrumentation , rock centered electric guitar , usually rock group electric bass guitar , drums , singers . Usually , rock song - based music 44 time signature verse – chorus form , genre extremely diverse . Like pop music , lyrics stress romantic love address wide variety themes frequently social political . 
 Rock musicians mid-1960s began advance album ahead single dominant form recorded music expression consumption , Beatles forefront development . contributions lent genre cultural legitimacy mainstream initiated rock - informed album era music industry decades . late 1960s "" classic rock "" period , number distinct rock music subgenres emerged , including hybrids like blues rock , folk rock , country rock , southern rock , raga rock , jazz rock , contributed development psychedelic rock , influenced countercultural psychedelic hippie scene . New genres emerged included progressive rock , extended artistic elements , glam rock , highlighted showmanship visual style , diverse enduring subgenre heavy metal , emphasized volume , power , speed . second half 1970s , punk rock reacted producing stripped - , energetic social political critiques . Punk influence 1980s new wave , post - punk eventually alternative rock . 
 1990s , alternative rock began dominate rock music break mainstream form grunge , Britpop , indie rock . fusion subgenres emerged , including pop punk , electronic rock , rap rock , rap metal , conscious attempts revisit rock history , including garage rock / post - punk techno - pop revivals 2000s . 2010s saw slow decline rock music mainstream popularity cultural relevancy , hip hop surpassing popular genre United States . 

 Rock embodied served vehicle cultural social movements , leading major subcultures including mods rockers United Kingdom hippie counterculture spread San Francisco 1960s . Similarly , 1970s punk culture spawned goth , punk , emo subcultures . Inheriting folk tradition protest song , rock music associated political activism changes social attitudes race , sex , drug use , seen expression youth revolt adult consumerism conformity . time , commercially highly successful , leading charges selling ."
